Taxon,SubGroup,Common Name,Scientific Name,Status(TBD),Locality,Source,Source Date,Notes
Animalia,Marine Fish,Starsnout poacher,Bathyagonus sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Tubenose poacher,Pallasina barbata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Sturgeon poacher,Podothecus acipenserinus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Sawback poacher,Sarritor frenatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified poacher,Agonidae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Pacific spiny lumpsucker,Eumicrotremus orbis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Snailfish,Liparis spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified snailfishes,Liparididae spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified lumpsucker,Cyclopteridae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified sea bass,Serranidae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Alaskan ronquil,Bathymaster caeruleofasciatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Searcher,Bathymaster signatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Northern ronquil,Ronquilus jordani,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified ronquil,Bathymasteridae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Shortfin eelpout,Lycodes brevipes,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Wattled eelpout,Lycodes palearis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified eelpout,Zoarcidae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Decorated warbonnet,Chirolophis decoratus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Matcheek warbonnet,Chirolophis tarsodes,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Longsnout prickleback,Lumpenella longirostris,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Slender eelblenny,Lumpenus fabricii,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Daubed shanny,Lumpenus maculatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Stout eelblenny,Lumpenus medius,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Snake prickleback,Lumpenus sagitta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Whitebarred prickleback,Poroclinus rothrocki,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Arctic shanny,Stichaeus punctatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified prickleback,Stichaeidae sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Dwarf wrymouth,Cryptacanthodes aleutensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Giant wrymouth,Cryptacanthodes giganteus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Crescent gunnel,Pholis laeta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Unidentified gunnels,Pholis spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Wolf-eel,Anarrhichthys ocellatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Prowfish,Zaprora silenus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Pacific sandfish/Tobiefish,Trichodon trichodon,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Pacific sand lance,Ammodytes hexapterus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Pacific sanddab,Citharichthys sordidus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Arrowtooth flounder,Atheresthes stomias,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Rex sole/Longfin sole,Errex zachirus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Flathead sole/Paper sole,Hippoglossoides elassodon,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Pacific halibut/Right halibut,Hippoglossus stenolepis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Dover sole/Slime sole,Microstomus pacificus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Starry flounder/Grindstone,Platichthys stellatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Yellowfin sole/Muddab,Pleuronectes asper,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Rock sole/Rock flounder,Pleuronectes bilineatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Butter sole,Pleuronectes isolepis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Alaska plaice/Lemon sole,Pleuronectes quadrituberculatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Sand sole/Fringe sole,Psettichthys melanostictus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Fish,Greenland halibut,Reinhardtius hippoglossoides,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Sea Otter,Enhydra lutris,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Steller's Sea Lion,Eumetopias jubatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Harbor Seal,Phoca vitulina,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Minke Whale,Balaenoptera acutorostrata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Fin Whale,Balaenoptera physalus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Humpback Whale,Megaptera novaeangliae,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Gray Whale,Eschrichtius robustus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Killer Whale,Orcinus orca,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Beluga/White Whale,Delphinapterus leucas,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Harbor Porpoise,Phocoena phocoena,Present,Kachemak_Bay,5,2003,
Animalia,Marine Mammal,Dall's Porpoise,Phocoenoides dalli,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Masked Shrew,Sorex cinereus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Pygmy Shrew,orex hoyi,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Dusky Shrew,Sorex monticolus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Water Shrew,Sorex palustris,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Tundra Shrew,Sorex tundrensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Little Brown Bat,Myotis lucifugus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Coyote,Canis latrans,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Wolf,Canis lupus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Red Fox,Vulpes vulpes,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Lynx,Lynx canadensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,River Otter/Canadian Otter,Lontra canadensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Wolverine,Gulo gulo,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Marten,Martes americana,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Short-tail Weasel/Ermine,Mustela erminea,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Mink,Mustela vison,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Black Bear,Ursus americanus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Brown Bear,Ursus arctos,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Moose,Alces alces,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Caribou,Rangifer tarandus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Mountain Goat,Oreamnos americanus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Dall Sheep,Ovis dalli,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Hoary Marmot,Marmota caligata,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Red Squirrel,Tamiasciurus hudsonicus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Beaver,Castor canadensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Meadow Jumping Mouse,Zapus hudsonius,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Northern Red-backed Vole,Clethrionomys rutilus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Brown Lemming,Lemmus trimucronatus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Singing Vole,Microtus miurus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Tundra Vole,Microtus oeconomus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Meadow Vole,Microtus pennsylvanicus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Muskrat,Ondatra zibethicus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Northern Bog Lemming,Synaptomys borealis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,House Mouse,Mus musculus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Norway Rat,Rattus norvegicus,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Porcupine,Erethizon dorsatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Mammal,Snowshoe Hare,Lepus americanus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Breadcrumb sponge,Halichondria panicea,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Purple encrusting sponge,Ophlitaspongia pennata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Wandering sponge,Suberites ficus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Boring sponge,Cliona celata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Tube sponge/Urn sponge,Scypha ciliata or Leucilla nuttingi,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Subtidal yellow sponge,Myxilla lacunosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Esperiopsis rigida (?),Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Esperiopsis laxa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Smooth scallop sponge,Mycale adhaerens,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Lophon sp. (?),Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Cydonium mulleri,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Many-ribbed hydromedusa,Aequorea aequorea sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Bougainvillia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Campanularia verticillata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Calycella syringa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Eutonina indicans,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Lafoea fruticosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Halecium marsupiale,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea spruce,Abietinaria sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Sertularella tricuspidata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Scrippsia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Colonial hydroid,Obelia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Ostrich-plume hydroid,Aglaophenia struthionides,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Low tide hydoid,Plumularia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea nettle,Chrysaora melanaster,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Lion’s mane jellyfish,Cyanea capillata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Moon jelly,Aurelia aurita,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Aurelia labiata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Stalked jellyfish,Haliclystus stejnegeri,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Christmas anemone,Urticina crassicornis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Rose anemone,Urticina lofotensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Urticina sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Burrowing anemone/Moonglow anemone,Anthopleura artemisia,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Giant green anemone,Anthopleura xanthogrammica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Aggregating anemone,Anthopleura elegantissima,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Cribrinopsis similis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Brooding anemone,Epiactis prolifera,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Diadumene sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Cariophyllia alaskensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Frilled anemone,Metridium senile,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Giant frilled anemone,Metridium giganteum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Orange colonial anemone,Epizoanthus scotinus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea pen,Ptilosarcus gurneyi,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea strawberry (soft coral),Gersemia rubriformis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Pink branching hydrocoral,Allopora sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea fans or Gorgonians,Gorgonacea unid.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Beroe’s comb jelly,Beroe sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sea gooseberry,Pleurobrachia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Lobed comb jelly,Bolinopsis sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Giant flatworm,Kaburakia excelsa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Notoplana sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Planarian,Planaria(?) sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Red ribbon worm,Tubulanus polymorphus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Six-lined ribbon worm,Carinella sexlineata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Amphiporus worm,Amphiporus bimaculatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Amphiporus imparispinosus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Cerebratulus sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Green ribbon worm,Emplectonema gracile,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Wandering ribbon worm,Paranemertes peregrina,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Agazzi peanut worm,Phascolosoma agassizii,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Golfingia margaritacea,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Club worm/Tailed priapalid,Priapulus caudatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Lug worm,Abarenicola pacifica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Ampharete acutifrons,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Terebellid worm,Amphitrite groenlandica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,"Arabellidae, unid.",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Bamboo worm,Axiothella rubrocincta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Eteone nr. longa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Eudistylia (?) polymorpha,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Eudistylia vancouveri,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Slime worm/Broom worm,Flabelligera affinis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Gattyana treadwelli,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Harmothoe extenuata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Scale worm,Harmothoe imbricata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Laonome kroyeri,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Magelona sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,"Maldanidae, unid.",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Myxicola infundibulum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Owenia collaris,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Paraonella platybranchia,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Minute scaleworm,Pholoe minuta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Pholoides aspera,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Greenland paddleworm,Anaitides groenlandica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Phyllodoce sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Polydora caulleryi,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Polydora polybranchia,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,"Polynoidae, unid.",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Potamilla neglecta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Potamilla reniformis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Prionospio steenstrupi,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Pseudopotamilla ocellata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Sabella crassicornis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Sabella sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,"Sabellidae, unid.",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Spio filicornis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Sternaspis acuta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,"Syllidae, unidentified",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Terebellid worm,Terebellides stroemi,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Terebellid worm,Thelepus cincinnatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Intertidal gillworm,Cirratulus spectabilis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Capitella capitata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Typosyllis sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Armored scale worm,Halosydna brevisetosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Yellow scale worm,Arctonoe vittata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Giant clam worm,Nereis brandti,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Clam worm/Pile worm,Nereis vexillosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Nereis zonata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,other Clam worms,"Nereidae, unidentified",Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,other Clam worms,Nephtys spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Pink sandworm,Glycera spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Cone worm,Pectinaria granulata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Calcareous tube worm,Serpula vermicularis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Red and white tube worm,Crucigera irregularis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Spiral tube worm,Spirorbis sp. (spirillum?),Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Hairy-gilled worm,Thelepus crispus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Scoloplos armiger,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Scolelepis sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Striped sea-leach,Carcinobdella cyclostomum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Spoonworm,Bonellia viridis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Eubonellia valida,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Fat inkeeper,Echiuris echiuris alaskensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Cancellate hairy shell,Trichotropis cancellata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Gray hairy shell,Trichotropis insignis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Clam sucker,Odostomia sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Kennicott's whelk,Beringius kennicotti,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Dire whelk,Lirabuccinum dirum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Glacial whelk,Buccinum glaciale,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Baer's whelk,Buccinum baeri,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Big-mouthed whelk,Volutharpa ampullacea,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Hairy triton,Fusitriton oregonensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Ridged neptune,Neptunea lyrata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Many-ribbed trophon,Boreotrophon multicostatus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Spiny trophon,Boreotrophon clathratus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Blind limpet,Cryptobranchia spp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Sitka periwinkle,Littorina sitkana,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Checkered periwinkle,Littorina scutulata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Plate limpet,Tectura scutum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Fenestrate limpet,Tectura fenestrata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Mask limpet,Tectura persona,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Duncecap limpet/Whitecap limpet,Acmaea mitra,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Little northern limpet,Lottia borealis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Unstable limpet,Lottia instabilis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Ribbed limpet,Lottia digitalis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Shield limpet,Lottia pelta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Many-ribbed puncturella,Puncturella multistriata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Rough keyhole limpet,Diodora aspera,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Kachemak tubinid,Spiromoelleria kachemakensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Northern white slipper snail,Crepidula nummaria,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Western white slipper snail,Crepidula perforans,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Velvet snail,Velutina sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Blue top snail/Ribbed top snail,Calliostoma ligatum,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Puppet margarite,Margarites pupillus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Helicine's margarite,Margarites helicinus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Columbian obelisk,Balcis columbiana,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Frilled dogwinkle,Nucella lamellosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,File dogwinkle,Nucella lima,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Emarginate dogwinkle,Nucella emarginata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Channelled dogwinkle,Nucella canaliculata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Columbian amphissa,Amphissa columbiana,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Arctic moon snail,Cryptonatica affinis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Aleutian moon snail,Natica aleutica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Chink shell,Lacuna vincta,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Trophon,Trophonopsis tenuisculptus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Trophon,Trophonopsis (Scabrotrophon?) pacificus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Lora snail,Oenopota laevigata,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Lung snail,Siphonaria thersites,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Barrel bubble snail,Cylichna sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Purple olive snail,Olivella baetica,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Opalescent nudibranch,Hermissenda crassicornis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Red nudibranch,Rostanga pulchra,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,,Melanochlamys diomedea,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Orange-tipped janolus,Janolus fuscus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Balloon aeolis,Eubranchus olivaceus,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Brown aeolis,Cuthona sp.,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Maned nudibranch,Aeolidia papillosa,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Golden dirona,Dirona aurantia,Present,Kachemak_Bay,5,2003,
