Taxon,SubGroup,Common Name,Scientific Name,Status(TBD),Locality,Source,Source Date,Notes
Animalia,Marine Invertebrate,,Synoicum parusti,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Colonial harbor tunicate,Distaplia alaskensis,Present,Kachemak_Bay,5,2003,
Animalia,Marine Invertebrate,Chain salp/Beach bubblewrap,Salpa fusiformis,Present,Kachemak_Bay,5,2003,
Animalia,Bird,Red-throated Loon,Gavia stellata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pacific Loon,Gavia pacifica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Loon,Gavia immer,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Yellow-billed Loon,Gavia adamsii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Horned Grebe,Podiceps auritus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-necked Grebe,Podiceps grisegena,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Fulmar,Fulmarus glacialis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sooty Shearwater,Puffinus griseus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Short-tailed Shearwater,Puffinus tenuirostris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Fork-tailed Storm-Petrel,Oceanodroma furcata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Leach’s Storm-Petrel,Oceanodroma leucorhoa,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Brandt’s Cormorant,Phalacrocorax penicillatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Double-crested Cormorant,Phalacrocorax auritus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-faced Cormorant,Phalacrocorax urile,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pelagic Cormorant,Phalacrocorax pelagicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Great Blue Heron,Ardea herodias,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Greater White-fronted Goose,Anser albifrons,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Emperor Goose,Chen canagica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ross’s Goose,Chen rossii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Snow Goose,Chen caerulescens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Canada Goose,Branta canadensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Brant,Branta bernicla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Trumpeter Swan,Cygnus buccinator,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Tundra Swan,Cygnus columbianus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gadwall,Anas strepera,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Eurasian Wigeon,Anas penelope,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Wigeon,Anas americana,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Mallard,Anas platyrhynchos,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Blue-winged Teal,Anas discors,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Shoveler,Anas clypeata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Pintail,Anas acuta,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Green-winged Teal,Anas crecca,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Canvasback,Aythya valisineria,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Redhead,Aythya americana,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Pochard,Aythya ferina,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ring-necked Duck,Aythya collaris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Tufted Duck,Aythya fuligula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Greater Scaup,Aythya marila,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Lesser Scaup,Aythya affinis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Steller’s Eider,Polysticta stelleri,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Spectacled Eider,Somateria fischeri,Present,Kachemak_Bay,5,2002,
Animalia,Bird,King Eider,Somateria spectabilis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Eider,Somateria mollissima,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Harlequin Duck,Histrionicus histrionicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Surf Scoter,Melanitta perspicillata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-winged Scoter,Melanitta fusca,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black Scoter,Melanitta nigra,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Long-tailed Duck,Clangula hyemalis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bufflehead,Bucephala albeola,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Goldeneye,Bucephala clangula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Barrow’s Goldeneye,Bucephala islandica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Hooded Merganser,Lophodytes cucullatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Merganser,Mergus merganser,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-breasted Merganser,Mergus serrator,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ruddy Duck,Oxyura jamaicensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Osprey,Pandion haliaetus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bald Eagle,Haliaeetus leucocephalus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Harrier,Circus cyaneus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sharp-shinned Hawk,Accipiter striatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Goshawk,Accipiter gentilis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Swainson’s Hawk,Buteo swainsoni,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-tailed Hawk,Buteo jamaicensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rough-legged Hawk,Buteo lagopus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Golden Eagle,Aquila chrysaetos,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Kestrel,Falco sparverius,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Merlin,Falco columbarius,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gyrfalcon,Falco rusticolus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Peregrine Falcon,Falco peregrinus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ring-necked Pheasant,Phasianus colchicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Spruce Grouse,Dendragapus canadensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Willow Ptarmigan,Lagopus lagopus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rock Ptarmigan,Lagopus mutus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-tailed,Ptarmigan Lagopus leucurus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Coot,Fulica americana,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sandhill Crane,Grus canadensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-bellied,Plover Pluvialis squatarola,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Golden-Plover,Pluvialis dominica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pacific Golden-Plover,Pluvialis fulva,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Semipalmated Plover,Charadrius semipalmatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Killdeer,Charadrius vociferus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black Oystercatcher,Haematopus bachmani,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Greater Yellowlegs,Tringa melanoleuca,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Lesser Yellowlegs,Tringa flavipes,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Solitary Sandpiper,Tringa solitaria,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Wandering Tattler,Heteroscelus incanus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Spotted Sandpiper,Actitis macularia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Whimbrel,Numenius phaeopus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bristle-thighed,Curlew Numenius tahitiensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Hudsonian Godwit,Limosa haemastica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bar-tailed Godwit,Limosa lapponica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Marbled Godwit,Limosa fedoa,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ruddy Turnstone,Arenaria interpres,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black Turnstone,Arenaria melanocephala,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Surfbird,Aphriza virgata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red Knot,Calidris canutus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sanderling,Calidris alba,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Semipalmated,Sandpiper Calidris pusilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Western Sandpiper,Calidris mauri,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-necked Stint,Calidris ruficollis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Temminck’s Stint,Calidris temminckii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Least Sandpiper,Calidris minutilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Baird’s Sandpiper,Calidris bairdii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pectoral Sandpiper,Calidris melanotos,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sharp-tailed Sandpiper,Calidris acuminata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rock Sandpiper,Calidris ptilocnemis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Dunlin,Calidris alpina,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Stilt Sandpiper,Calidris himantopus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ruff,Philomachus pugnax,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Short-billed Dowitcher,Limnodromus griseus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Long-billed Dowitcher,Limnodromus scolopaceus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Snipe,Gallinago gallinago,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-necked Phalarope,Phalaropus lobatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red Phalarope,Phalaropus fulicaria,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pomarine Jaeger,Stercorarius pomarinus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Parasitic Jaeger,Stercorarius parasiticus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Long-tailed Jaeger,Stercorarius longicaudus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Franklin’s Gull,Larus pipixcan,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-headed Gull,Larus ridibundus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bonaparte’s Gull,Larus philadelphia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-tailed Gull,Larus crassirostris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Mew Gull,Larus canus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ring-billed Gull,Larus delawarensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,California Gull,Larus californicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Herring Gull,Larus argentatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Thayer’s Gull,Larus thayeri,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Slaty-backed Gull,Larus schistisagus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Western Gull,Larus occidentalis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Glaucous-winged Gull,Larus glaucescens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Glaucous Gull,Larus hyperboreus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Sabine’s Gull,Xema sabini,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-legged Kittiwake,Rissa tridactyla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-legged Kittiwake,Rissa brevirostris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ross’s Gull,Rhodostethia rosea,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ivory Gull,Pagophila eburnea,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Caspian Tern,Sterna caspia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Arctic Tern,Sterna paradisaea,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Aleutian Tern,Sterna aleutica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-winged Tern,Chlidonias leucopterus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Murre,Uria aalge,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Thick-billed Murre,Uria lomvia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pigeon Guillemot,Cepphus columba,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Marbled Murrelet,Brachyramphus marmoratus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Kittlitz’s Murrelet,Brachyramphus brevirostris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ancient Murrelet,Synthliboramphus antiquus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Cassin’s Auklet,Ptychoramphus aleuticus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Parakeet Auklet,Cyclorrhynchus psittacula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Crested Auklet,Aethia cristatella,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rhinoceros Auklet,Cerorhinca monocerata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Horned Puffin,Fratercula corniculata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Tufted Puffin,Fratercula cirrhata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rock Dove,Columba livia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Mourning Dove,Zenaida macroura,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Western Screech-Owl,Otus kennicottii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Great Horned Owl,Bubo virginianus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Snowy Owl,Nyctea scandiaca,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Hawk-Owl,Surnia ulula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Great Gray Owl,Strix nebulosa,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Short-eared Owl,Asio flammeus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Boreal Owl,Aegolius funereus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Saw-whet Owl,Aegolius acadicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Nighthawk,Chordeiles minor,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Anna’s Hummingbird,Calypte anna,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rufous Hummingbird,Selasphorus rufus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Belted Kingfisher,Ceryle alcyon,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-breasted Sapsucker,Sphyrapicus ruber,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Downy Woodpecker,Picoides pubescens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Hairy Woodpecker,Picoides vellosus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Three-toed Woodpecker,Picoides tridactylus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-backed Woodpecker,Picoides arcticus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Flicker,Colaptes auratus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Olive-sided Flycatcher,Contopus borealis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Alder Flycatcher,Empidonax alnorum,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Say’s Phoebe,Sayornis saya,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Shrike,Lanius excubitor,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gray Jay,Perisoreus canadensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Steller’s Jay,Cyanocitta stelleri,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-billed,Magpie Pica pica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northwestern Crow,Corvus caurinus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Raven,Corvus corax,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Horned Lark,Eremophila alpestris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Tree Swallow,Tachycineta bicolor,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Violet-green Swallow,Tachycineta thalassina,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bank Swallow,Riparia riparia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Cliff Swallow,Hirundo pyrrhonota,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-capped Chickadee,Parus atricapillus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Boreal Chickadee,Parus hudsonicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Chestnut-backed,Chickadee Parus rufescens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-breasted Nuthatch,Sitta canadensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Brown Creeper,Certhia americana,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Winter Wren,Troglodytes troglodytes,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Dipper,Cinclus mexicanus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Golden-crowned,Kinglet Regulus satrapa,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Ruby-crowned Kinglet,Regulus calendula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Wheatear,Oenanthe oenanthe,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Mountain Bluebird,Sialia curroides,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Townsend’s Solitaire,Myadestes townsendi,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gray-cheeked Thrush,Catharus minimus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Swainson’s Thrush,Catharus ustulatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Hermit Thrush,Catharus guttatus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Robin,Turdus migratorius,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Varied Thrush,Ixoreus naevius,Present,Kachemak_Bay,5,2002,
Animalia,Bird,European Starling,Sturnus vulgaris,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gray Starling,Sturnus cineraceus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Yellow Wagtail,Motacilla flava,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Black-backed Wagtail,Motacilla lugens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Pipit,Anthus rubrescens,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Bohemian Waxwing,Bombycilla garrulus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Orange-crowned Warbler,Vermivora celata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Yellow Warbler,Dendroica petechia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Yellow-rumped (Myrtle) Warbler,Dendroica coronata,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Townsend’s Warbler,Dendroica townsendi,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Blackpoll Warbler,Dendroica straita,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Redstart,Setophaga ruticilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Northern Waterthrush,Seiurus noveboracensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Yellowthroat,Geothlypis trichas,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Wilson’s Warbler,Wilsonia pusilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Western Tanager,Piranga ludoviciana,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Tree Sparrow,Spizella arborea,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Savannah Sparrow,Passerculus sandwichensis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Fox Sparrow,Passerella iliaca,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Song Sparrow,Melospiza melodia,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Lincoln’s Sparrow,Melospiza lincolnii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-throated Sparrow,Zonotrichia albicollis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Harris’s Sparrow,Zonotrichia querula,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-crowned Sparrow,Zonotrichia leucophrys,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Golden-crowned Sparrow,Zonotrichia atricapilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Dark-eyed Junco,Junco hyemalis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Lapland Longspur,Calcarius lapponicus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rustic Bunting,Emberiza rustica,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Snow Bunting,Plectrophenax nivalis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,McKay’s Bunting,Plectrophenax hyperboreus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red-winged Blackbird,Agelaius phoeniceus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Rusty Blackbird,Euphagus carolinus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Brown-headed Cowbird,Molothrus ater,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Brambling,Fringilla montifringilla,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Gray-crowned Rosy Finch,Leucosticte tephrocotis,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pine Grosbeak,Pinicola enucleator,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Purple Finch,Carpodacus purpureus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Cassin’s Finch,Carpodacus cassinii,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Red Crossbill,Loxia curvirostra,Present,Kachemak_Bay,5,2002,
Animalia,Bird,White-winged Crossbill,Loxia leucoptera,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Common Redpoll,Carduelis flammea,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Hoary Redpoll,Carduelis hornemanni,Present,Kachemak_Bay,5,2002,
Animalia,Bird,Pine Siskin,Carduelis pinus,Present,Kachemak_Bay,5,2002,
Animalia,Bird,American Goldfinch,Carduelis tristis,Present,Kachemak_Bay,5,2002,
Plantae,Terrestrial Plant,Fir clubmoss,Huperzia selago,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Stiff clubmoss,Lycopodium annotinum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Stiff clubmoss,Lycopodium annotinum var. pungens,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Running clubmoss,Lycopodium clavatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Creeping Jenny/Christmas green/Groundcedar,Lycopodium complanatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Alpine clubmoss,Lycopodium alpinum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Clubmoss,Lycopodium sp.,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Variegated scouringrush/Northern scouringrush,Equisetum variegatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Swamp horsetail/Water horsetail,Equisetum fluviatile,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Marsh horsetail,Equisetum palustre,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Woodland horsetail/Wood horsetail,Equisetum sylvaticum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Meadow horsetail,Equisetum pratense,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Field horsetail/Common horsetail,Equisetum arvense,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Horsetail,Equisetum sp.,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Common moonwort,Botrychium lunaria,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Northwestern moonwort/Northern moonwort,Botrychium pinnatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Lance-leaved moonwort/Lanceleaf grape fern,Botrychium lanceolatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Rattlesnake fern,Botrychium virginianum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Northern maidenhair fern,Adiantum pedatum,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,American rockbrake,Cryptogramma acrostichoides,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Parsley fern/Mountain parsley/Rock brake fern,Cryptogramma sp.,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Narrow beech fern/Long beech fern,Phegopteris connectilis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Lady fern/Common lady fern,Athyrium filix-femina,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Fragile fern/Brittle bladder fern,Cystopteris fragilis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Mountain bladder fern,Cystopteris montana,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Rocky Mountain woodsia,Woodsia scopulina,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Rusty woodsia,Woodsia ilvensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Ostrich fern,Matteuccia struthiopteris,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Shield fern/Trailing wood/fern/Spreading wood fern,Dryopteris expansa,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Western oak fern,Gymnocarpium dryopteris,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Mt. holly fern/Northern holly fern,Polystichum lonchitis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Braun's holly fern,Polystichum braunii,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,White spruce,Picea glauca,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Sitka spruce,Picea sitchensis,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Lutz spruce,Picea X lutzii,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Black spruce,Picea mariana,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Spruce,Picea spp.,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Western hemlock,Tsuga heterophylla,Present,Kachemak_Bay,5,2003,
Animalia,Terrestrial Plant,Mountain hemlock,Tsuga mertensiana,Present,Kachemak_Bay,5,2003,
