"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"cheber","Chenopodium berlandieri Moq.","accepted","Chenopodium berlandieri Moq.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chealbvber","Chenopodium album var. berlandieri (Moq.) Mack. & Bush","synonym","Chenopodium berlandieri Moq.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chebervzsc","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","accepted","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"cheberszsc1","Chenopodium berlandieri ssp. zschackii (Murr) Zobel","spelling variant","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"chebervzsc2","Chenopodium berlandieri var. zschackii (Murr) Murr ex Asch.","spelling variant","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"cheberspla","Chenopodium berlandieri ssp. platyphyllum (Issler) Ludwig","synonym","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"cheberszsc2","Chenopodium berlandieri ssp. zschackei (Murr) Zobel","synonym","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"chebervfar","Chenopodium berlandieri var. farinosum (Ludwig) Aellen","synonym","Chenopodium berlandieri var. zschackei (Murr) Murr ex Graebn.","Amaranthaceae","Fuentes-Bazan et al. 2012a","variety","eudicot","forb"
"chelep","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","historical","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chealbvlep","Chenopodium album var. leptophyllum Moq.","synonym","Chenopodium leptophyllum (Moq.) Nutt. ex S. Watson","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chepra","Chenopodium pratericola Rydb.","accepted","Chenopodium pratericola Rydb.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chedesvlep","Chenopodium desiccatum var. leptophylloides (Murr) Wahl","synonym","Chenopodium pratericola Rydb.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chepraseup","Chenopodium pratericola ssp. eupratericola Aellen","synonym","Chenopodium pratericola Rydb.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"chepravlep","Chenopodium pratericola var. leptophylloides (Murr) Aellen","synonym","Chenopodium pratericola Rydb.","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"corisp","Corispermum L.","accepted","Corispermum L.","Amaranthaceae","FNA","genus","eudicot","forb"
"corame","Corispermum americanum (Nutt.) Nutt.","accepted","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"coramevame","Corispermum americanum var. americanum (Nutt.) Nutt.","synonym","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"corhysvame","Corispermum hyssopifolium var. americanum Nutt.","synonym","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"corimb","Corispermum imbricatum A. Nelson","synonym","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"cormar","Corispermum marginale Rydb.","synonym","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"corsim","Corispermum simplicissimum Lunell","synonym","Corispermum americanum (Nutt.) Nutt.","Amaranthaceae","FNA","species","eudicot","forb"
"coroch","Corispermum ochotense Ignatov","accepted","Corispermum ochotense Ignatov","Amaranthaceae","PAFC","species","eudicot","forb"
"corochvala","Corispermum ochotense var. alaskanum Mosyakin","synonym","Corispermum ochotense Ignatov","Amaranthaceae","PAFC","species","eudicot","forb"
"corochvoch","Corispermum ochotense var. ochotense Ignatov","synonym","Corispermum ochotense Ignatov","Amaranthaceae","PAFC","species","eudicot","forb"
"kochia","Kochia Roth","accepted","Kochia Roth","Amaranthaceae","FNA","genus","eudicot","forb"
"bassia","Bassia All.","name misapplied","Kochia Roth","Amaranthaceae","FNA","genus","eudicot","forb"
"kocsco","Kochia scoparia (L.) Schrad.","accepted","Kochia scoparia (L.) Schrad.","Amaranthaceae","FNA","species","eudicot","forb"
"bassco","Bassia scoparia (L.) A.J. Scott","synonym","Kochia scoparia (L.) Schrad.","Amaranthaceae","FNA","species","eudicot","forb"
"chesco","Chenopodium scoparium L.","synonym","Kochia scoparia (L.) Schrad.","Amaranthaceae","FNA","species","eudicot","forb"
"kocscossco","Kochia scoparia ssp. scoparia (L.) Schrad.","accepted","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"bassie","Bassia sieversiana (Pall.) W.A. Weber","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocala","Kochia alata Bates","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocscovcul","Kochia scoparia var. culta Farw.","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocscovpub","Kochia scoparia var. pubescens Fenzl","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocscovsub","Kochia scoparia var. subvillosa Moq.","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocscovtri","Kochia scoparia var. trichophylla (Stapf) L.H. Bailey","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"kocsie","Kochia sieversiana (Pall.) C.A. Mey.","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"koctri","Kochia trichophylla Stapf","synonym","Kochia scoparia ssp. scoparia (L.) Schrad.","Amaranthaceae","FNA","subspecies","eudicot","forb"
"monole","Monolepis Schrad.","accepted","Monolepis Schrad.","Amaranthaceae","Fuentes-Bazan et al. 2012a","genus","eudicot","forb"
"monnut","Monolepis nuttalliana (Schult.) Greene","accepted","Monolepis nuttalliana (Schult.) Greene","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"blinut","Blitum nuttalianum Schult.","synonym","Monolepis nuttalliana (Schult.) Greene","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"monche","Monolepis chenopodioides Moq.","synonym","Monolepis nuttalliana (Schult.) Greene","Amaranthaceae","Fuentes-Bazan et al. 2012a","species","eudicot","forb"
"oxybas","Oxybasis Kar. & Kir.","accepted","Oxybasis Kar. & Kir.","Amaranthaceae","Mosyakin 2013","genus","eudicot","forb"
"oxyrub","Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch","accepted","Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Fuentes-Bazan et al. 2012b","species","eudicot","forb"
"blirub","Blitum rubrum (L.) Rchb.","synonym","Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Fuentes-Bazan et al. 2012b","species","eudicot","forb"
"cherub","Chenopodium rubrum L.","synonym","Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Fuentes-Bazan et al. 2012b","species","eudicot","forb"
"ortrub","Orthosporum rubrum (L.) T. Nees","synonym","Oxybasis rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Fuentes-Bazan et al. 2012b","species","eudicot","forb"
"oxyrubvhum","Oxybasis rubra var. humilis (Hook.) Mosyakin","accepted","Oxybasis rubra var. humilis (Hook.) Mosyakin","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"chehum","Chenopodium humile Hook.","synonym","Oxybasis rubra var. humilis (Hook.) Mosyakin","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"cherubshum","Chenopodium rubrum ssp. humile (Hook.) Aellen","synonym","Oxybasis rubra var. humilis (Hook.) Mosyakin","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"cherubvhum","Chenopodium rubrum var. humile (Hook.) S. Watson","synonym","Oxybasis rubra var. humilis (Hook.) Mosyakin","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"oxyrubvrub","Oxybasis rubra var. rubra (L.) S. Fuentes, Uotila & Borsch","accepted","Oxybasis rubra var. rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"cherubsrub","Chenopodium rubrum ssp. rubrum L.","synonym","Oxybasis rubra var. rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"cherubvrub","Chenopodium rubrum var. rubrum L.","synonym","Oxybasis rubra var. rubra (L.) S. Fuentes, Uotila & Borsch","Amaranthaceae","Mosyakin 2013","variety","eudicot","forb"
"oxysal","Oxybasis salina (Standl.) Uotila","accepted","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"cheglassal","Chenopodium glaucum ssp. salinum (Standl.) Aellen","synonym","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"cheglavsal","Chenopodium glaucum var. salinum (Standl.) B. Boivin","synonym","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"chesal","Chenopodium salinum Standl.","synonym","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"oxyglassal","Oxybasis glauca ssp. salina (Standl.) Mosyakin","synonym","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"oxyglavsal","Oxybasis glauca var. salina (Standl.) Verloove","synonym","Oxybasis salina (Standl.) Uotila","Amaranthaceae","Kurtto and Uotila 2019","species","eudicot","forb"
"salico","Salicornia L.","accepted","Salicornia L.","Amaranthaceae","PAFC","genus","eudicot","forb"
"saldep","Salicornia depressa Standl.","accepted","Salicornia depressa Standl.","Amaranthaceae","FNA","species","eudicot","forb"
"sarcoc","Sarcocornia A.J. Scott","accepted","Sarcocornia A.J. Scott","Amaranthaceae","FNA","genus","eudicot","forb"
"sarper","Sarcocornia perennis (Mill.) A.J. Scott","accepted","Sarcocornia perennis (Mill.) A.J. Scott","Amaranthaceae","FNA","species","eudicot","forb"
"salper1","Salicornia perennis Mill.","synonym","Sarcocornia perennis (Mill.) A.J. Scott","Amaranthaceae","FNA","species","eudicot","forb"
"suaeda","Suaeda Forssk. ex J.F. Gmel.","accepted","Suaeda Forssk. ex J.F. Gmel.","Amaranthaceae","PAFC","genus","eudicot","forb"
"suacal","Suaeda calceoliformis (Hook.) Moq.","accepted","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"checal1","Chenopodium calceoliforme Hook.","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"checal2","Chenopodium calceoliformis Hook.","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"suaame","Suaeda americana (Pers.) Fernald","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"suadepvere","Suaeda depressa var. erecta S. Watson","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"suaere","Suaeda erecta (S. Watson) A. Nelson","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"suamarvame","Suaeda maritima var. americana (Pers.) B. Boivin","synonym","Suaeda calceoliformis (Hook.) Moq.","Amaranthaceae","PAFC","species","eudicot","forb"
"amblys","Amblystegium Schimp.","accepted","Amblystegium Schimp.","Amblystegiaceae","Flora of North America","genus","moss","moss"
"ambser","Amblystegium serpens (Hedw.) Schimp.","accepted","Amblystegium serpens (Hedw.) Schimp.","Amblystegiaceae","Flora of North America","species","moss","moss"
"ambjur","Amblystegium juratzkanum Schimp.","synonym","Amblystegium serpens (Hedw.) Schimp.","Amblystegiaceae","Flora of North America","species","moss","moss"
"ambservjur","Amblystegium serpens var. juratzkanum (Schimp.) Rau & Hervey","synonym","Amblystegium serpens (Hedw.) Schimp.","Amblystegiaceae","Flora of North America","species","moss","moss"
"hypser","Hypnum serpens J. Hedw.","synonym","Amblystegium serpens (Hedw.) Schimp.","Amblystegiaceae","Flora of North America","species","moss","moss"
"callierga","Calliergonella Loeske","accepted","Calliergonella Loeske","Amblystegiaceae","Flora of North America","genus","moss","moss"
"calcus","Calliergonella cuspidata (Hedw.) Loeske","accepted","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"acrcus","Acrocladium cuspidatum (Hedw.) Lindb.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcusvpun1","Calliergon cuspidata var. pungens (Schimp.) Warnst.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcus2","Calliergon cuspidatum (Hedw.) Kindb.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcusvbre","Calliergon cuspidatum var. brevifolium Sanio ex Warnst.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcusvumb1","Calliergon cuspidatum var. umbrosum (Loeske) Warnst.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcon","Calliergonella conardii E. Lawton","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcusvpun2","Calliergonella cuspidata var. pungens (Schimp.) Latz.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"calcusvumb2","Calliergonella cuspidata var. umbrosus (Loeske) Warnst.","synonym","Calliergonella cuspidata (Hedw.) Loeske","Amblystegiaceae","Flora of North America","species","moss","moss"
"campylia","Campyliadelphus (Kindb.) R.S. Chopra","accepted","Campyliadelphus (Kindb.) R.S. Chopra","Amblystegiaceae","Flora of North America","genus","moss","moss"
"camchr","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","accepted","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","Amblystegiaceae","Flora of North America","species","moss","moss"
"camchr2","Campylium chrysophyllum (Brid.) J. Lange","synonym","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","Amblystegiaceae","Flora of North America","species","moss","moss"
"camchrvbre","Campylium chrysophyllum var. brevifolium (Renauld & Cardot) Grout","synonym","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","Amblystegiaceae","Flora of North America","species","moss","moss"
"hypchr1","Hypnum chrysophyllum Brid.","synonym","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","Amblystegiaceae","Flora of North America","species","moss","moss"
"hypchrvbre","Hypnum chrysophyllum var. brevifolium Renauld & Cardot","synonym","Campyliadelphus chrysophyllus (Brid.) R.S. Chopra","Amblystegiaceae","Flora of North America","species","moss","moss"
"campyliu","Campylium (Sull.) Mitt.","accepted","Campylium (Sull.) Mitt.","Amblystegiaceae","Flora of North America","genus","moss","moss"
"camlax","Campylium laxifolium Engelm. & Hedenäs","accepted","Campylium laxifolium Engelm. & Hedenäs","Amblystegiaceae","Flora of North America","species","moss","moss"
"campro","Campylium protensum (Brid.) Kindb.","accepted","Campylium protensum (Brid.) Kindb.","Amblystegiaceae","Flora of North America","species","moss","moss"
"campro2","Campyliadelphus protensus (Brid.) Kanda","synonym","Campylium protensum (Brid.) Kindb.","Amblystegiaceae","Flora of North America","species","moss","moss"
"camstevpro","Campylium stellatum var. protensum (Brid.) Bryhn","synonym","Campylium protensum (Brid.) Kindb.","Amblystegiaceae","Flora of North America","species","moss","moss"
"hyppro1","Hypnum protensum Brid.","synonym","Campylium protensum (Brid.) Kindb.","Amblystegiaceae","Flora of North America","species","moss","moss"
"camste","Campylium stellatum (Hedw.) C.E.O. Jensen","accepted","Campylium stellatum (Hedw.) C.E.O. Jensen","Amblystegiaceae","Flora of North America","species","moss","moss"
"camste2","Campyliadelphus stellatus (Hedw.) Kanda","synonym","Campylium stellatum (Hedw.) C.E.O. Jensen","Amblystegiaceae","Flora of North America","species","moss","moss"
"hypste","Hypnum stellatum Hedw.","synonym","Campylium stellatum (Hedw.) C.E.O. Jensen","Amblystegiaceae","Flora of North America","species","moss","moss"
"campylm","Campylophyllum (Schimp.) M. Fleisch.","accepted","Campylophyllum (Schimp.) M. Fleisch.","Amblystegiaceae","Flora of North America","genus","moss","moss"
"camhal","Campylophyllum halleri (Hedw.) M. Fleisch.","accepted","Campylophyllum halleri (Hedw.) M. Fleisch.","Amblystegiaceae","Flora of North America","species","moss","moss"
"camhal2","Campylium halleri (Hedw.) Lindb.","synonym","Campylophyllum halleri (Hedw.) M. Fleisch.","Amblystegiaceae","Flora of North America","species","moss","moss"
"hyphal","Hypnum halleri Hedw.","synonym","Campylophyllum halleri (Hedw.) M. Fleisch.","Amblystegiaceae","Flora of North America","species","moss","moss"
"camhis","Campylophyllum hispidulum (Brid.) Hedenäs","accepted","Campylophyllum hispidulum (Brid.) Hedenäs","Amblystegiaceae","Flora of North America","species","moss","moss"
"camhis2","Campylium hispidulum (Brid.) Mitt.","synonym","Campylophyllum hispidulum (Brid.) Hedenäs","Amblystegiaceae","Flora of North America","species","moss","moss"
"camhisvcor","Campylium hispidulum var. cordatum Grout","synonym","Campylophyllum hispidulum (Brid.) Hedenäs","Amblystegiaceae","Flora of North America","species","moss","moss"
"hyphis","Hypnum hispidulum Brid.","synonym","Campylophyllum hispidulum (Brid.) Hedenäs","Amblystegiaceae","Flora of North America","species","moss","moss"
